[2025-08-17 22:39:26] [INFO    ] discord.client: logging in using static token
[2025-08-17 22:39:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'AHMED_BOT', 'primary_guild': None, 'mfa_enabled': True, 'id': '1406632541590651020', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '9200', 'clan': None, 'bot': True, 'avatar': '102c8cb30103959a389d2e478d04959c'}, 'session_type': 'normal', 'session_id': 'ac1d90e2baf26054befcc687fbfcdb6a', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1074354884180181092'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['india', 'hongkong', 'singapore', 'dubai', 'japan'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1406632541590651020', 'flags': 565248}, '_trace': ['["gateway-prd-arm-us-east1-d-nlff",{"micros":77569,"calls":["id_created",{"micros":1028,"calls":[]},"session_lookup_time",{"micros":224,"calls":[]},"session_lookup_finished",{"micros":9,"calls":[]},"discord-sessions-prd-2-60",{"micros":76111,"calls":["start_session",{"micros":59452,"calls":["discord-api-rpc-7fd585b4c8-6n5g2",{"micros":42150,"calls":["get_user",{"micros":5491},"get_guilds",{"micros":5241},"send_scheduled_deletion_message",{"micros":11},"guild_join_requests",{"micros":1},"authorized_ip_coro",{"micros":10},"pending_payments",{"micros":8449},"apex_experiments",{"micros":2729},"user_activities",{"micros":5},"played_application_ids",{"micros":2}]}]},"starting_guild_connect",{"micros":86,"calls":[]},"presence_started",{"micros":7714,"calls":[]},"guilds_started",{"micros":58,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":8776,"calls":[]},"connect_finished",{"micros":8781,"calls":[]},"build_ready",{"micros":16,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-08-17 22:39:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-17 22:39:28] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: ac1d90e2baf26054befcc687fbfcdb6a).
[2025-08-17 22:39:28] [DEBUG   ] discord.client: Dispatching event connect
[2025-08-17 22:39:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'max_video_channel_users': 25, 'unavailable': False, 'home_header': None, 'preferred_locale': 'en-US', 'guild_scheduled_events': [], 'emojis': [{'version': 1683044512691, 'roles': [], 'require_colons': True, 'name': 'cyberbullying', 'managed': False, 'id': '1102993295698825378', 'available': True, 'animated': False}, {'version': 1684400686269, 'roles': [], 'require_colons': True, 'name': 'emoji_2', 'managed': False, 'id': '1108681576801374278', 'available': True, 'animated': False}, {'version': 1684400807475, 'roles': [], 'require_colons': True, 'name': 'emoji_3', 'managed': False, 'id': '1108682084777738262', 'available': True, 'animated': False}, {'version': 1684553217143, 'roles': [], 'require_colons': True, 'name': 'emoji_5', 'managed': False, 'id': '1109321337668911194', 'available': True, 'animated': False}, {'version': 1690422733402, 'roles': [], 'require_colons': True, 'name': 'received_4778471622254296', 'managed': False, 'id': '1133939873120800859', 'available': True, 'animated': True}, {'version': 1696337684753, 'roles': [], 'require_colons': True, 'name': 'bb', 'managed': False, 'id': '1158748977206927420', 'available': True, 'animated': True}, {'version': 1696337844558, 'roles': [], 'require_colons': True, 'name': '1_HentaiDick', 'managed': False, 'id': '1158749647578337280', 'available': True, 'animated': False}, {'version': 1696337961342, 'roles': [], 'require_colons': True, 'name': 'HentaiGif22', 'managed': False, 'id': '1158750137368199219', 'available': True, 'animated': True}, {'version': 1696338145192, 'roles': [], 'require_colons': True, 'name': 'sla', 'managed': False, 'id': '1158750908524535859', 'available': True, 'animated': True}], 'verification_level': 2, 'safety_alerts_channel_id': None, 'premium_features': None, 'profile': None, 'default_message_notifications': 1, 'discovery_splash': None, 'nsfw_level': 0, 'members': [{'user': {'username': 'nahidulislam4326', 'public_flags': 0, 'primary_guild': None, 'id': '1084887324044828713', 'global_name': 'Nahidul Islam', 'display_name_styles': None, 'display_name': 'Nahidul Islam', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f7cbb147d133ee33d4604c671b3b1af6'}, 'roles': ['1143593426294681761'], 'premium_since': None, 'pending': False, 'nick': 'Knife 🗡', 'mute': False, 'joined_at': '2025-02-28T19:03:51.524000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'pallab12', 'public_flags': 0, 'primary_guild': None, 'id': '1074335713417506886', 'global_name': 'Pallab12', 'display_name_styles': None, 'display_name': 'Pallab12', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '81a65f6997994334949042c496596aaa'}, 'roles': ['1163917801707282482'], 'premium_since': None, 'pending': False, 'nick': 'Magi', 'mute': False, 'joined_at': '2025-02-22T18:42:59.834000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'AHMED_BOT', 'public_flags': 0, 'primary_guild': None, 'id': '1406632541590651020', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '9200', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '102c8cb30103959a389d2e478d04959c'}, 'roles': ['1406634400866762782'], 'premium_since': None, 'pending': False, 'nick': 'magi bot', 'mute': False, 'joined_at': '2025-08-17T13:42:55.213000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'pallab12', 'public_flags': 0, 'primary_guild': None, 'id': '1074335713417506886', 'global_name': 'Pallab12', 'display_name_styles': None, 'display_name': 'Pallab12', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '81a65f6997994334949042c496596aaa'}, 'roles': ['1163917801707282482'], 'premium_since': None, 'pending': False, 'nick': 'Magi', 'mute': False, 'joined_at': '2025-02-22T18:42:59.834000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'nahidulislam4326', 'public_flags': 0, 'primary_guild': None, 'id': '1084887324044828713', 'global_name': 'Nahidul Islam', 'display_name_styles': None, 'display_name': 'Nahidul Islam', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f7cbb147d133ee33d4604c671b3b1af6'}, 'roles': ['1143593426294681761'], 'premium_since': None, 'pending': False, 'nick': 'Knife 🗡', 'mute': False, 'joined_at': '2025-02-28T19:03:51.524000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'premium_progress_bar_enabled': False, 'moderator_reporting': None, 'id': '1074354884180181092', 'name': 'Gaming-Unleashed', 'banner': None, 'system_channel_flags': 0, 'application_id': None, 'threads': [], 'premium_subscription_count': 0, 'hub_type': None, 'vanity_url_code': None, 'soundboard_sounds': [{'volume': 1.0, 'user_id': '765138622675419216', 'sound_id': '1093996933523177552', 'name': 'Pallab ', 'guild_id': '1074354884180181092', 'emoji_name': '🤣', 'emoji_id': None, 'available': True}, {'volume': 0.027593480423092842, 'user_id': '765138622675419216', 'sound_id': '1094013032855765082', 'name': 'AAAAA', 'guild_id': '1074354884180181092', 'emoji_name': '😎', 'emoji_id': None, 'available': True}, {'volume': 0.4964449107646942, 'user_id': '765138622675419216', 'sound_id': '1094013822156681327', 'name': 'woman', 'guild_id': '1074354884180181092', 'emoji_name': '😅', 'emoji_id': None, 'available': True}, {'volume': 0.4964449107646942, 'user_id': '765138622675419216', 'sound_id': '1094033638343053363', 'name': 'Suuu', 'guild_id': '1074354884180181092', 'emoji_name': '🙃', 'emoji_id': None, 'available': True}, {'volume': 0.10010083764791489, 'user_id': '765138622675419216', 'sound_id': '1094035592855171133', 'name': 'Bol Na ', 'guild_id': '1074354884180181092', 'emoji_name': '🫢', 'emoji_id': None, 'available': True}, {'volume': 1.0, 'user_id': '765138622675419216', 'sound_id': '1094214617208733787', 'name': 'NAHID', 'guild_id': '1074354884180181092', 'emoji_name': '🤣', 'emoji_id': None, 'available': True}, {'volume': 0.5967541933059692, 'user_id': '765138622675419216', 'sound_id': '1094215173910302860', 'name': 'Sexy ', 'guild_id': '1074354884180181092', 'emoji_name': '🤪', 'emoji_id': None, 'available': True}, {'volume': 1.0, 'user_id': '765138622675419216', 'sound_id': '1369339271374307539', 'name': 'gok gok', 'guild_id': '1074354884180181092', 'emoji_name': None, 'emoji_id': '1109321337668911194', 'available': True}], 'voice_states': [{'user_id': '1074335713417506886', 'suppress': False, 'session_id': '0d3d0dc9817620ab4c24463a23c32af5', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'discoverable': True, 'deaf': False, 'channel_id': '1079091444335263849'}, {'user_id': '1084887324044828713', 'suppress': False, 'session_id': '67b1a2e523f728b6879258ea15dda260', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'discoverable': True, 'deaf': False, 'channel_id': '1079091444335263849'}], 'nsfw': False, 'premium_tier': 0, 'afk_timeout': 300, 'description': None, 'owner_id': '970399693668487268', 'latest_onboarding_question_id': None, 'large': False, 'roles': [{'version': 1746527221345, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2222085186637377', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1074354884180181092', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1697570117708, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '8', 'name': 'Administrator', 'mentionable': False, 'managed': False, 'id': '1086573954711441478', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 11342935}, 'color': 11342935}, {'version': 1701707067653, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '0', 'name': 'Servicer', 'mentionable': True, 'managed': False, 'id': '1143593426294681761', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15850508}, 'color': 15850508}, {'version': 1701707196831, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '8', 'name': 'Service Manager', 'mentionable': True, 'managed': False, 'id': '1163917801707282482', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3447003}, 'color': 3447003}, {'version': 1755438175179, 'unicode_emoji': None, 'tags': {'bot_id': '1406632541590651020'}, 'position': 1, 'permissions': '8', 'name': 'AHMED_BOT', 'mentionable': False, 'managed': True, 'id': '1406634400866762782', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'lazy': True, 'explicit_content_filter': 2, 'mfa_level': 0, 'public_updates_channel_id': '1369259151716388929', 'joined_at': '2025-08-17T13:42:55.213000+00:00', 'channels': [{'version': 1687245779608, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1074354884180181093', 'flags': 0}, {'version': 1753900256007, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1074354884180181093', 'name': '🐸-general', 'last_message_id': '1406634401487650866', 'id': '1074354884180181094', 'icon_emoji': {'name': '🐸', 'id': None}, 'flags': 0}, {'version': 1753900256188, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1074354884180181092', 'deny': '1024', 'allow': '0'}], 'parent_id': '1074354884180181093', 'name': '📸-clips-and-highlights', 'last_message_id': '1095042215513964654', 'id': '1074354884180181095', 'icon_emoji': {'name': '🎥', 'id': None}, 'flags': 0}, {'version': 1687245779586, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1074354884180181096', 'flags': 0}, {'version': 1751563063492, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1074354884180181096', 'name': '🎮-Gaming', 'last_message_id': None, 'id': '1079091444335263849', 'icon_emoji': {'name': '🎮', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1751563063504, 'user_limit': 5, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 1, 'id': '1074335713417506886', 'deny': '0', 'allow': '1049600'}, {'type': 1, 'id': '765138622675419216', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1074354884180181092', 'deny': '1049600', 'allow': '0'}], 'parent_id': '1074354884180181096', 'name': "🎧-BOY'S", 'last_message_id': '1289240799191498903', 'id': '1081261309456285808', 'icon_emoji': {'name': '👦', 'id': None}, 'flags': 0, 'bitrate': 63688}, {'version': 1702666218952, 'user_limit': 10, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1074354884180181096', 'name': '🎙-Lobby 2', 'last_message_id': None, 'id': '1085978516274827325', 'icon_emoji': {'name': '👥', 'id': None}, 'flags': 0, 'bitrate': 32000}, {'version': 1753900256081, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 1, 'id': '1074335713417506886', 'deny': '0', 'allow': '1024'}, {'type': 1, 'id': '1084887324044828713', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1074354884180181092', 'deny': '1024', 'allow': '0'}], 'parent_id': '1074354884180181093', 'name': '🏳-tv-🔞', 'last_pin_timestamp': '2023-11-18T19:52:46+00:00', 'last_message_id': '1406676014788251739', 'id': '1095038097831514162', 'icon_emoji': {'name': '📺', 'id': None}, 'flags': 0}, {'version': 1753900256220, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [{'type': 0, 'id': '1074354884180181092', 'deny': '1024', 'allow': '0'}], 'parent_id': '1074354884180181093', 'name': '🎵-music', 'last_pin_timestamp': '2023-11-18T19:49:48+00:00', 'last_message_id': '1175523272473968690', 'id': '1103367960388702219', 'icon_emoji': {'name': '🎶', 'id': None}, 'flags': 0}, {'version': 1687245779630, 'type': 4, 'position': 2, 'permission_overwrites': [], 'name': 'BOOM BOOM', 'id': '1117028663897108502', 'flags': 0}, {'version': 1755444424142, 'type': 0, 'topic': 'Dirty', 'theme_color': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 1, 'id': '1074335713417506886', 'deny': '0', 'allow': '1024'}, {'type': 1, 'id': '1406632541590651020', 'deny': '0', 'allow': '1024'}, {'type': 1, 'id': '765138622675419216', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1074354884180181092', 'deny': '1024', 'allow': '0'}, {'type': 1, 'id': '1084887324044828713', 'deny': '0', 'allow': '1024'}], 'parent_id': '1074354884180181093', 'nsfw': False, 'name': '👙service-here', 'last_message_id': '1406677851490488404', 'id': '1181267018566074428', 'icon_emoji': {'name': '🌐', 'id': None}, 'flags': 0}, {'version': 1746527221382, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1074354884180181092', 'deny': '2048', 'allow': '0'}], 'name': 'rules', 'last_message_id': None, 'id': '1369259151716388926', 'flags': 0}, {'version': 1753900255939, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1074354884180181092', 'deny': '1024', 'allow': '0'}], 'name': 'moderator-only', 'last_message_id': '1369259153587048481', 'id': '1369259151716388929', 'flags': 0}, {'version': 1755438419385, 'type': 5, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [{'type': 0, 'id': '1074354884180181092', 'deny': '3072', 'allow': '0'}], 'parent_id': '1074354884180181093', 'nsfw': False, 'name': 'announcement🫨', 'last_message_id': '1406662000834121860', 'id': '1406635123129974977', 'flags': 0}], 'embedded_activities': [], 'owner_configured_content_level': 0, 'application_command_counts': {}, 'stage_instances': [], 'incidents_data': None, 'max_stage_video_channel_users': 50, 'splash': None, 'activity_instances': [], 'features': ['NEWS', 'COMMUNITY', 'TIERLESS_BOOSTING_SYSTEM_MESSAGE', 'CHANNEL_ICON_EMOJIS_GENERATED', 'SOUNDBOARD'], 'inventory_settings': None, 'member_count': 12, 'max_members': 25000000, 'icon': 'dd6008bf23d39f80e45ff03aaccf0ffc', 'rules_channel_id': '1369259151716388926', 'afk_channel_id': None, 'stickers': [{'version': 1683046230636, 'type': 2, 'tags': 'cry', 'name': ':cyber:', 'id': '1103000578323386459', 'guild_id': '1074354884180181092', 'format_type': 1, 'description': 'cyber bullying ', 'available': True, 'asset': ''}, {'version': 1683269242637, 'type': 2, 'tags': 'stuck_out_tongue_winking_eye', 'name': ':comedy ', 'id': '1103935958283472928', 'guild_id': '1074354884180181092', 'format_type': 1, 'description': '', 'available': True, 'asset': ''}, {'version': 1698313048135, 'type': 2, 'tags': '😹', 'name': 'BOT', 'id': '1167034251716341801', 'guild_id': '1074354884180181092', 'format_type': 1, 'description': '', 'available': True, 'asset': ''}], 'presences': [], 'version': 1755438347174, 'region': 'deprecated', 'system_channel_id': '1074354884180181094'}}
[2025-08-17 22:39:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-17 22:39:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '09f27aeaa7681679f2aaa4b13844ad05', 'members': [{'user': {'username': 'darklord4484', 'public_flags': 64, 'primary_guild': None, 'id': '438356655655223296', 'global_name': 'DarK LorD', 'display_name_styles': None, 'display_name': 'DarK LorD', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '96badd5f84671bcdb1fa92be037a8304'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-12T15:54:20.843000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'monazmus', 'public_flags': 0, 'primary_guild': None, 'id': '753307762863243314', 'global_name': 'NazmusSakib', 'display_name_styles': None, 'display_name': 'NazmusSakib', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-12-15T17:21:18.886000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'closedgates', 'public_flags': 0, 'primary_guild': None, 'id': '762350124319899668', 'global_name': 'Closed Gates', 'display_name_styles': None, 'display_name': 'Closed Gates', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'bdcdce8d7fe7d5478fedc123114a6ff5'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Open The Door 🚪', 'mute': False, 'joined_at': '2023-02-14T17:26:31.685000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'hemel_2607', 'public_flags': 0, 'primary_guild': None, 'id': '765138622675419216', 'global_name': 'Hemel', 'display_name_styles': None, 'display_name': 'Hemel', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1386838941801382010', 'expires_at': 1756508400, 'asset': 'a_d46413a636a00a26d53a6ebd670dbe06'}, 'avatar': '344893c47d19ab324faf5835971e2e1f'}, 'roles': ['1086573954711441478'], 'premium_since': None, 'pending': False, 'nick': 'Matha Thanda Koro', 'mute': False, 'joined_at': '2023-02-12T15:55:04.764000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'chayan6126', 'public_flags': 0, 'primary_guild': None, 'id': '840136367484567553', 'global_name': 'Chayan', 'display_name_styles': None, 'display_name': 'Chayan', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Khela Pare Na', 'mute': False, 'joined_at': '2023-02-16T16:00:11.010000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': '2023-04-08T07:29:01.658000+00:00', 'banner': None, 'avatar': None}, {'user': {'username': 'sadman291', 'public_flags': 0, 'primary_guild': None, 'id': '899570952365568030', 'global_name': 'sadman291', 'display_name_styles': None, 'display_name': 'sadman291', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f806a52887737075049d74abbe851d3e'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-06-08T18:02:28.118000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'boranno', 'public_flags': 128, 'primary_guild': None, 'id': '928250475063701514', 'global_name': 'Boranno', 'display_name_styles': None, 'display_name': 'Boranno', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'dad31a238b1d5a445f44c7ab09c6d765'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Free To Use', 'mute': False, 'joined_at': '2023-03-31T20:15:53.947000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'akibahmed229', 'public_flags': 256, 'primary_guild': None, 'id': '970399693668487268', 'global_name': 'Akib Ahmed', 'display_name_styles': None, 'display_name': 'Akib Ahmed', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '742812443d342ed4b63023de047a2d98'}, 'roles': ['1086573954711441478'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-12T15:42:44.953000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'razin1', 'public_flags': 0, 'primary_guild': {'tag': 'GTAO', 'identity_guild_id': '224565836277481473', 'identity_enabled': True, 'badge': '6473797948e6d36a991e425c8b7c353c'}, 'id': '978658682680258581', 'global_name': 'RAZIN ◥▶_◀◤', 'display_name_styles': None, 'display_name': 'RAZIN ◥▶_◀◤', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1391785327613706301', 'expires_at': 1758582000, 'asset': 'a_f37b13213a05d82f2125bc262f61180a'}, 'avatar': 'e278acb68f06436c8b37e245bd7237a3'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-05-18T17:51:58.292000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'pallab12', 'public_flags': 0, 'primary_guild': None, 'id': '1074335713417506886', 'global_name': 'Pallab12', 'display_name_styles': None, 'display_name': 'Pallab12', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '81a65f6997994334949042c496596aaa'}, 'roles': ['1163917801707282482'], 'premium_since': None, 'pending': False, 'nick': 'Magi', 'mute': False, 'joined_at': '2025-02-22T18:42:59.834000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'nahidulislam4326', 'public_flags': 0, 'primary_guild': None, 'id': '1084887324044828713', 'global_name': 'Nahidul Islam', 'display_name_styles': None, 'display_name': 'Nahidul Islam', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f7cbb147d133ee33d4604c671b3b1af6'}, 'roles': ['1143593426294681761'], 'premium_since': None, 'pending': False, 'nick': 'Knife 🗡', 'mute': False, 'joined_at': '2025-02-28T19:03:51.524000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'AHMED_BOT', 'public_flags': 0, 'primary_guild': None, 'id': '1406632541590651020', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '9200', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '102c8cb30103959a389d2e478d04959c'}, 'roles': ['1406634400866762782'], 'premium_since': None, 'pending': False, 'nick': 'magi bot', 'mute': False, 'joined_at': '2025-08-17T13:42:55.213000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1074354884180181092', 'chunk_index': 0, 'chunk_count': 1}}
[2025-08-17 22:39:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-17 22:39:28] [DEBUG   ] discord.state: Processed a chunk for 12 members in guild ID 1074354884180181092.
[2025-08-17 22:39:30] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-08-17 22:39:30] [DEBUG   ] discord.client: Dispatching event ready
[2025-08-17 22:39:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-17T16:39:39.113000+00:00', 'pinned': False, 'nonce': '1406678875743715328', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1086573954711441478'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-12T15:42:44.953000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1406678877027434746', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1181267018566074428', 'author': {'username': 'akibahmed229', 'public_flags': 256, 'primary_guild': None, 'id': '970399693668487268', 'global_name': 'Akib Ahmed', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '742812443d342ed4b63023de047a2d98'}, 'attachments': [], 'guild_id': '1074354884180181092'}}
[2025-08-17 22:39:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-17 22:39:39] [DEBUG   ] discord.client: Dispatching event message
[2025-08-17 22:39:39] [DEBUG   ] discord.client: Dispatching event command
